,feature,value,precision,recall,fbeta
0,race,white,0.8216774813746696,0.6222020018198362,0.7081607290803646
1,race,asian-pac-islander,0.7403314917127072,0.6802030456852792,0.708994708994709
2,race,black,0.8662420382165605,0.4738675958188153,0.6126126126126127
3,race,amer-indian-eskimo,0.9230769230769231,0.4,0.5581395348837209
4,race,other,0.6666666666666666,0.47058823529411764,0.5517241379310345
